state,year,rainfall_mm,mean_temperature_c,drought_days,extreme_wet_days,rainfall_anomaly_mm
Assam,2020,1382.54,24.279371584699454,90,16,4.378461538461579
Assam,2021,1032.73,25.000301369863017,108,5,-345.43153846153837
Assam,2022,1289.35,24.454712328767123,104,16,-88.81153846153848
Assam,2023,1068.03,25.319479452054797,112,10,-310.1315384615384
Assam,2024,1366.74,24.755655737704917,106,19,-11.421538461538375
Assam,2025,1345.6,24.62435616438356,102,18,-32.561538461538476
Bihar,2000,955.72,26.12374316939891,171,19,-50.053461538461534
Bihar,2001,1052.85,25.98205479452055,170,20,47.07653846153835
Bihar,2002,954.35,26.254849315068494,169,19,-51.42346153846154
Bihar,2003,1101.51,25.98717808219178,165,22,95.73653846153843
Bihar,2004,888.28,26.121994535519125,177,16,-117.49346153846159
Bihar,2005,765.09,26.88509589041096,160,13,-240.68346153846153
Bihar,2006,1091.8,26.364219178082195,165,19,86.0265384615384
Bihar,2007,1257.79,25.623205479452054,180,25,252.0165384615384
Bihar,2008,1355.16,25.207650273224044,186,28,349.3865384615385
Bihar,2009,791.4,26.704109589041096,200,9,-214.37346153846158
Bihar,2010,749.22,27.318246575342464,191,10,-256.55346153846153
Bihar,2011,1089.49,25.857287671232875,183,19,83.71653846153845
Bihar,2012,1060.9,25.632513661202186,191,24,55.12653846153853
Bihar,2013,940.96,25.43139726027397,173,10,-64.81346153846152
Bihar,2014,1101.81,25.69709589041096,193,18,96.03653846153838
Bihar,2015,995.49,26.558438356164384,179,22,-10.283461538461552
Bihar,2016,1181.08,26.597459016393444,194,24,175.30653846153837
Bihar,2017,953.24,26.647315068493153,169,21,-52.53346153846155
Bihar,2018,720.58,26.8252602739726,197,10,-285.1934615384615
Bihar,2019,997.49,26.526191780821918,168,15,-8.283461538461552
Bihar,2020,1219.79,25.077568306010928,157,22,214.0165384615384
Bihar,2021,1379.46,25.538109589041095,176,31,373.6865384615385
Bihar,2022,674.51,26.26446575342466,173,8,-331.26346153846157
Bihar,2023,816.54,26.834849315068492,193,13,-189.2334615384616
Bihar,2024,819.92,26.82431693989071,195,15,-185.8534615384616
Bihar,2025,1235.68,25.804383561643835,180,23,229.9065384615385
Chhattisgarh,2000,867.47,26.37502732240437,192,11,-444.6326923076922
Chhattisgarh,2001,1214.25,26.217260273972602,159,17,-97.85269230769222
Chhattisgarh,2002,804.92,26.852657534246575,182,8,-507.18269230769226
Chhattisgarh,2003,1433.14,26.550027397260276,165,22,121.03730769230788
Chhattisgarh,2004,1039.07,25.782349726775955,177,11,-273.0326923076923
Chhattisgarh,2005,1526.16,26.178465753424657,167,23,214.05730769230786
Chhattisgarh,2006,1114.47,26.26227397260274,166,14,-197.6326923076922
Chhattisgarh,2007,1423.8799999999999,26.236109589041096,177,18,111.77730769230766
Chhattisgarh,2008,1042.28,25.92885245901639,183,14,-269.82269230769225
Chhattisgarh,2009,1075.52,27.165534246575344,190,14,-236.58269230769224
Chhattisgarh,2010,1195.15,27.073424657534243,166,15,-116.95269230769213
Chhattisgarh,2011,1521.67,25.560438356164383,182,25,209.56730769230785
Chhattisgarh,2012,1537.64,25.999918032786884,178,23,225.53730769230788
Chhattisgarh,2013,1643.6,25.84893150684932,177,26,331.4973076923077
Chhattisgarh,2014,1245.23,25.86928767123288,163,15,-66.8726923076922
Chhattisgarh,2015,1145.0,26.20523287671233,173,17,-167.10269230769222
Chhattisgarh,2016,1251.59,26.649945355191253,176,18,-60.512692307692305
Chhattisgarh,2017,1172.02,26.558301369863017,181,16,-140.08269230769224
Chhattisgarh,2018,1121.9,26.217863013698633,181,14,-190.20269230769213
Chhattisgarh,2019,1567.1499999999999,26.328657534246574,154,21,255.04730769230764
Chhattisgarh,2020,1729.36,24.866830601092897,121,28,417.2573076923077
Chhattisgarh,2021,1508.54,25.75613698630137,157,19,196.43730769230774
Chhattisgarh,2022,1407.92,25.756246575342466,179,17,95.81730769230785
Chhattisgarh,2023,1653.05,25.70882191780822,178,25,340.94730769230773
Chhattisgarh,2024,1347.7,26.18355191256831,143,21,35.59730769230782
Chhattisgarh,2025,1525.99,25.55268493150685,168,24,213.8873076923078
Goa,2000,1573.86,24.796284153005466,156,18,-384.73423076923086
Goa,2001,1204.48,25.13723287671233,167,5,-754.1142307692307
Goa,2002,1299.31,25.575698630136984,155,11,-659.2842307692308
Goa,2003,1242.61,25.853287671232877,164,5,-715.9842307692309
Goa,2004,1458.41,25.13863387978142,158,8,-500.1842307692307
Goa,2005,2250.75,24.948328767123286,155,24,292.15576923076924
Goa,2006,2062.02,24.824931506849317,152,17,103.42576923076922
Goa,2007,2455.91,24.87446575342466,158,31,497.3157692307691
Goa,2008,1759.44,24.656939890710383,164,14,-199.1542307692307
Goa,2009,2057.88,25.3073698630137,145,24,99.28576923076935
Goa,2010,2366.94,25.15835616438356,135,25,408.3457692307693
Goa,2011,1840.23,24.78945205479452,163,17,-118.36423076923074
Goa,2012,1611.95,25.137513661202185,179,9,-346.6442307692307
Goa,2013,1869.05,24.976438356164383,169,17,-89.54423076923081
Goa,2014,2019.0,25.10131506849315,146,20,60.40576923076924
Goa,2015,1486.58,25.283917808219176,142,9,-472.01423076923083
Goa,2016,1971.03,25.28450819672131,166,22,12.43576923076921
Goa,2017,1548.9,25.277342465753424,165,6,-409.69423076923067
Goa,2018,1624.54,25.37076712328767,149,8,-334.0542307692308
Goa,2019,2905.17,25.495945205479455,161,30,946.5757692307693
Goa,2020,2748.08,25.210245901639347,140,32,789.4857692307692
Goa,2021,2471.89,25.08728767123288,105,23,513.2957692307691
Goa,2022,1942.81,24.817835616438355,122,21,-15.784230769230817
Goa,2023,1774.8,25.80709589041096,159,20,-183.7942307692308
Goa,2024,2916.82,25.728005464480876,143,32,958.2257692307694
Goa,2025,2460.99,24.888356164383563,136,28,502.395769230769
Gujarat,2000,367.04,27.67724043715847,274,9,-377.4023076923077
Gujarat,2001,394.19,27.314,245,10,-350.25230769230774
Gujarat,2002,331.49,27.80561643835616,265,7,-412.9523076923077
Gujarat,2003,816.45,26.764849315068492,247,20,72.00769230769231
Gujarat,2004,685.91,26.998251366120222,240,20,-58.53230769230777
Gujarat,2005,828.32,26.269397260273973,252,25,83.87769230769231
Gujarat,2006,834.15,26.74772602739726,240,20,89.70769230769224
Gujarat,2007,1135.69,26.714794520547944,245,23,391.2476923076923
Gujarat,2008,678.76,26.490054644808744,257,17,-65.68230769230775
Gujarat,2009,582.97,27.60158904109589,285,15,-161.4723076923077
Gujarat,2010,1214.32,26.776739726027397,232,30,469.8776923076922
Gujarat,2011,787.12,26.5412602739726,260,22,42.67769230769227
Gujarat,2012,411.79,26.773497267759563,263,11,-332.6523076923077
Gujarat,2013,1071.78,26.053890410958903,233,18,327.33769230769224
Gujarat,2014,539.67,26.98690410958904,256,16,-204.77230769230778
Gujarat,2015,657.89,27.35282191780822,266,16,-86.55230769230775
Gujarat,2016,465.33,27.304508196721315,260,12,-279.11230769230775
Gujarat,2017,923.65,26.72068493150685,255,21,179.20769230769224
Gujarat,2018,375.54,27.731643835616435,279,6,-368.9023076923077
Gujarat,2019,1037.75,26.40805479452055,224,20,293.30769230769226
Gujarat,2020,1089.74,26.078524590163934,223,24,345.2976923076923
Gujarat,2021,761.24,26.723123287671235,228,23,16.797692307692273
Gujarat,2022,763.3,26.8247397260274,242,20,18.85769230769222
Gujarat,2023,754.06,26.73876712328767,218,24,9.61769230769221
Gujarat,2024,898.47,26.871612021857924,229,20,154.0276923076923
Gujarat,2025,948.88,26.549342465753426,212,26,204.43769230769226
Haryana,2000,314.14,26.735901639344263,214,9,-289.0973076923077
Haryana,2001,544.67,26.182027397260274,202,14,-58.567307692307736
Haryana,2002,338.19,27.2092602739726,204,11,-265.0473076923077
Haryana,2003,711.63,25.462082191780823,205,21,108.3926923076923
Haryana,2004,436.84000000000003,26.68005464480874,229,13,-166.39730769230766
Haryana,2005,598.75,25.49290410958904,188,18,-4.487307692307695
Haryana,2006,394.46,26.654410958904112,195,9,-208.77730769230772
Haryana,2007,575.12,26.134356164383565,195,16,-28.11730769230769
Haryana,2008,707.26,25.297732240437156,195,24,104.0226923076923
Haryana,2009,441.55,26.56082191780822,212,10,-161.68730769230768
Haryana,2010,695.03,26.13131506849315,215,24,91.79269230769228
Haryana,2011,603.71,25.31635616438356,199,17,0.4726923076923413
Haryana,2012,470.42,25.431775956284156,209,13,-132.81730769230768
Haryana,2013,762.92,25.02041095890411,187,24,159.68269230769226
Haryana,2014,377.90999999999997,25.721369863013695,195,11,-225.32730769230773
Haryana,2015,633.01,25.346054794520548,192,20,29.772692307692296
Haryana,2016,548.66,26.411420765027323,211,20,-54.57730769230773
Haryana,2017,528.18,25.915013698630137,210,15,-75.05730769230775
Haryana,2018,626.11,25.620904109589038,213,20,22.87269230769232
Haryana,2019,562.43,25.246054794520546,188,19,-40.807307692307745
Haryana,2020,750.79,24.79101092896175,198,26,147.55269230769227
Haryana,2021,979.45,24.793616438356164,191,30,376.21269230769235
Haryana,2022,875.43,25.359890410958904,213,24,272.19269230769225
Haryana,2023,672.2,24.957397260273975,185,20,68.96269230769235
Haryana,2024,656.37,25.78934426229508,208,20,53.13269230769231
Haryana,2025,878.94,25.090630136986302,209,27,275.70269230769236
Himachal Pradesh,2000,869.51,21.499344262295082,199,14,-285.1426923076924
Himachal Pradesh,2001,919.92,21.39109589041096,186,13,-234.73269230769245
Himachal Pradesh,2002,721.57,22.21246575342466,179,8,-433.08269230769235
Himachal Pradesh,2003,1058.23,21.06805479452055,186,15,-96.42269230769239
Himachal Pradesh,2004,951.26,21.64292349726776,204,13,-203.3926923076924
Himachal Pradesh,2005,916.17,20.993534246575344,164,16,-238.48269230769245
Himachal Pradesh,2006,855.31,21.734027397260274,176,16,-299.34269230769246
Himachal Pradesh,2007,925.42,21.399534246575342,187,15,-229.23269230769245
Himachal Pradesh,2008,1518.43,20.464153005464482,182,27,363.77730769230766
Himachal Pradesh,2009,861.1899999999999,21.669287671232876,201,14,-293.46269230769246
Himachal Pradesh,2010,1382.72,21.62550684931507,208,30,228.06730769230762
Himachal Pradesh,2011,1302.73,20.453342465753426,177,20,148.0773076923076
Himachal Pradesh,2012,878.8100000000001,21.071311475409836,193,12,-275.84269230769235
Himachal Pradesh,2013,1480.17,20.83309589041096,174,23,325.51730769230767
Himachal Pradesh,2014,940.1,21.155890410958904,173,12,-214.55269230769238
Himachal Pradesh,2015,1153.65,21.039972602739727,164,19,-1.002692307692314
Himachal Pradesh,2016,969.66,22.01549180327869,165,12,-184.99269230769244
Himachal Pradesh,2017,1235.12,21.259561643835617,158,22,80.46730769230749
Himachal Pradesh,2018,1409.89,20.72986301369863,180,23,255.2373076923077
Himachal Pradesh,2019,1189.51,20.23495890410959,130,15,34.857307692307586
Himachal Pradesh,2020,1194.9,19.99642076502732,150,19,40.247307692307686
Himachal Pradesh,2021,1193.31,20.923972602739727,160,17,38.65730769230754
Himachal Pradesh,2022,1478.8,21.010356164383563,165,29,324.14730769230755
Himachal Pradesh,2023,1651.26,20.113945205479453,147,19,496.6073076923076
Himachal Pradesh,2024,1218.87,21.22188524590164,176,24,64.21730769230749
Himachal Pradesh,2025,1744.46,20.833287671232874,170,28,589.8073076923076
Jharkhand,2000,1051.6200000000001,23.271967213114756,161,13,-285.64884615384585
Jharkhand,2001,1169.3,23.380575342465754,151,13,-167.96884615384602
Jharkhand,2002,1140.09,23.77731506849315,154,14,-197.17884615384605
Jharkhand,2003,1429.22,23.40950684931507,147,22,91.95115384615406
Jharkhand,2004,1252.79,23.135218579234973,166,23,-84.478846153846
Jharkhand,2005,938.94,23.927260273972603,153,12,-398.3288461538459
Jharkhand,2006,1468.99,23.539068493150687,158,20,131.72115384615404
Jharkhand,2007,1361.99,23.018767123287674,161,21,24.72115384615404
Jharkhand,2008,1388.34,23.018306010928963,171,22,51.07115384615395
Jharkhand,2009,1139.94,23.858986301369864,194,12,-197.32884615384592
Jharkhand,2010,943.47,24.384821917808218,173,16,-393.79884615384594
Jharkhand,2011,1642.21,23.169999999999998,167,26,304.94115384615407
Jharkhand,2012,1362.8700000000001,23.109398907103827,179,19,25.601153846154148
Jharkhand,2013,1431.41,22.775479452054793,164,18,94.14115384615411
Jharkhand,2014,1124.1200000000001,23.048904109589042,181,11,-213.14884615384585
Jharkhand,2015,1393.38,23.60158904109589,172,22,56.11115384615414
Jharkhand,2016,1330.09,23.90846994535519,174,19,-7.178846153846052
Jharkhand,2017,1487.73,24.070849315068493,159,13,150.46115384615405
Jharkhand,2018,1221.23,23.56884931506849,169,19,-116.03884615384595
Jharkhand,2019,1350.34,23.55328767123288,140,21,13.071153846153948
Jharkhand,2020,1863.49,22.27172131147541,126,25,526.221153846154
Jharkhand,2021,1824.74,23.047342465753427,151,22,487.47115384615404
Jharkhand,2022,1150.94,23.285397260273974,161,13,-186.32884615384592
Jharkhand,2023,1076.14,23.723808219178082,180,14,-261.12884615384587
Jharkhand,2024,1477.83,23.730737704918035,141,23,140.56115384615396
Jharkhand,2025,1747.78,22.703342465753423,161,23,410.511153846154
Karnataka,2000,647.87,25.32781420765027,157,17,-74.69076923076932
Karnataka,2001,480.24,25.628054794520548,157,15,-242.32076923076932
Karnataka,2002,423.71,26.228465753424658,161,6,-298.85076923076934
Karnataka,2003,405.93,26.429397260273973,163,9,-316.6307692307693
Karnataka,2004,565.84,25.432841530054645,153,11,-156.7207692307693
Karnataka,2005,891.1,25.097013698630136,145,25,168.5392307692307
Karnataka,2006,736.03,25.253945205479454,150,15,13.469230769230649
Karnataka,2007,884.0699999999999,25.174438356164384,158,24,161.5092307692306
Karnataka,2008,743.14,24.93502732240437,158,20,20.579230769230662
Karnataka,2009,817.49,25.587561643835613,149,20,94.92923076923068
Karnataka,2010,858.45,25.642821917808217,137,22,135.88923076923072
Karnataka,2011,541.54,25.438246575342465,169,9,-181.02076923076936
Karnataka,2012,528.54,25.792568306010928,190,12,-194.02076923076936
Karnataka,2013,629.68,25.427561643835617,161,14,-92.88076923076937
Karnataka,2014,741.57,25.4267397260274,154,21,19.009230769230726
Karnataka,2015,597.86,25.76832876712329,145,9,-124.70076923076931
Karnataka,2016,541.65,26.05655737704918,165,10,-180.91076923076935
Karnataka,2017,634.53,25.679205479452055,172,15,-88.03076923076935
Karnataka,2018,583.16,25.718931506849316,152,17,-139.40076923076936
Karnataka,2019,899.84,25.889534246575344,147,25,177.2792307692307
Karnataka,2020,1104.8799999999999,25.294071038251364,133,33,382.31923076923056
Karnataka,2021,944.65,25.11778082191781,118,25,222.08923076923065
Karnataka,2022,968.84,25.138164383561644,136,26,246.2792307692307
Karnataka,2023,542.49,26.30586301369863,163,16,-180.07076923076932
Karnataka,2024,936.32,26.173387978142074,145,25,213.75923076923073
Karnataka,2025,1137.16,24.87912328767123,134,35,414.59923076923076
Kerala,2000,1488.74,24.924808743169397,88,11,-496.04999999999995
Kerala,2001,1832.61,24.993479452054796,90,17,-152.18000000000006
Kerala,2002,1662.26,25.316904109589043,99,17,-322.53
Kerala,2003,1565.37,25.453013698630137,85,18,-419.4200000000001
Kerala,2004,2177.07,24.995573770491802,100,20,192.2800000000002
Kerala,2005,1951.82,25.206904109589043,75,19,-32.97000000000003
Kerala,2006,2503.43,24.88208219178082,107,35,518.6399999999999
Kerala,2007,2762.37,24.956602739726026,117,39,777.5799999999999
Kerala,2008,2086.9,24.67139344262295,89,26,102.11000000000013
Kerala,2009,2167.05,25.19898630136986,91,28,182.26000000000022
Kerala,2010,2348.88,25.225616438356166,73,20,364.09000000000015
Kerala,2011,2048.96,24.694,102,18,64.17000000000007
Kerala,2012,1462.46,25.281475409836066,106,7,-522.3299999999999
Kerala,2013,2113.16,25.298575342465753,88,25,128.3699999999999
Kerala,2014,2231.45,25.39550684931507,80,23,246.65999999999985
Kerala,2015,1430.77,25.454164383561643,72,4,-554.02
Kerala,2016,1221.03,25.91398907103825,70,6,-763.76
Kerala,2017,1802.22,25.402575342465756,71,9,-182.56999999999994
Kerala,2018,2214.33,25.346465753424656,77,22,229.53999999999996
Kerala,2019,2147.41,25.896438356164385,67,14,162.6199999999999
Kerala,2020,1971.07,25.691256830601095,57,19,-13.720000000000027
Kerala,2021,2415.83,25.060438356164383,46,17,431.03999999999996
Kerala,2022,2250.76,24.99364383561644,51,15,265.97000000000025
Kerala,2023,1624.52,25.674520547945207,76,12,-360.27
Kerala,2024,2040.18,25.982158469945354,69,17,55.3900000000001
Kerala,2025,2083.89,25.466301369863015,73,17,99.09999999999991
Madhya Pradesh,2000,987.13,25.931284153005464,214,15,-341.21576923076907
Madhya Pradesh,2001,1127.03,25.77753424657534,180,13,-201.3157692307691
Madhya Pradesh,2002,1033.02,26.62860273972603,210,14,-295.3257692307691
Madhya Pradesh,2003,1463.41,25.831698630136984,193,21,135.06423076923102
Madhya Pradesh,2004,1014.09,26.240218579234973,193,13,-314.25576923076903
Madhya Pradesh,2005,1450.58,25.862547945205478,191,16,122.23423076923086
Madhya Pradesh,2006,1824.01,26.22019178082192,177,23,495.6642307692309
Madhya Pradesh,2007,1155.67,26.105643835616437,201,15,-172.675769230769
Madhya Pradesh,2008,1027.53,25.7603825136612,199,13,-300.8157692307691
Madhya Pradesh,2009,1277.73,26.47695890410959,209,20,-50.61576923076905
Madhya Pradesh,2010,1152.95,26.40054794520548,192,18,-175.39576923076902
Madhya Pradesh,2011,1531.57,25.708493150684934,205,25,203.22423076923087
Madhya Pradesh,2012,1329.35,25.753551912568305,207,19,1.004230769230844
Madhya Pradesh,2013,1798.5,25.49153424657534,176,27,470.15423076923094
Madhya Pradesh,2014,1082.68,26.026383561643833,164,15,-245.665769230769
Madhya Pradesh,2015,1304.56,25.88627397260274,181,21,-23.78576923076912
Madhya Pradesh,2016,1525.47,26.321120218579235,198,20,197.12423076923096
Madhya Pradesh,2017,900.9399999999999,26.562602739726028,213,11,-427.4057692307691
Madhya Pradesh,2018,1030.2,26.41690410958904,215,12,-298.145769230769
Madhya Pradesh,2019,1830.31,25.944356164383564,187,36,501.9642307692309
Madhya Pradesh,2020,1292.46,25.381939890710385,139,12,-35.88576923076903
Madhya Pradesh,2021,1255.47,25.74958904109589,172,9,-72.87576923076904
Madhya Pradesh,2022,1732.33,25.725342465753425,199,31,403.98423076923086
Madhya Pradesh,2023,1372.65,25.492027397260273,171,19,44.304230769231026
Madhya Pradesh,2024,1587.61,25.909945355191258,168,17,259.26423076923083
Madhya Pradesh,2025,1449.74,25.42917808219178,171,20,121.39423076923094
Maharashtra,2000,763.66,25.569234972677595,212,17,-54.93269230769238
Maharashtra,2001,636.23,25.674027397260275,192,12,-182.36269230769233
Maharashtra,2002,613.93,26.255041095890412,204,11,-204.6626923076924
Maharashtra,2003,613.76,26.19739726027397,200,10,-204.83269230769235
Maharashtra,2004,695.13,25.731639344262298,187,12,-123.46269230769235
Maharashtra,2005,1043.23,25.105479452054794,193,23,224.63730769230767
Maharashtra,2006,1223.32,25.248876712328766,178,22,404.7273076923076
Maharashtra,2007,829.25,25.491835616438358,219,22,10.657307692307654
Maharashtra,2008,630.67,25.679562841530053,216,12,-187.9226923076924
Maharashtra,2009,790.6899999999999,26.13342465753425,209,21,-27.902692307692405
Maharashtra,2010,946.77,25.82134246575342,168,26,128.17730769230764
Maharashtra,2011,740.83,25.43950684931507,200,17,-77.7626923076923
Maharashtra,2012,614.37,25.823743169398906,213,10,-204.22269230769234
Maharashtra,2013,869.63,25.275287671232874,166,16,51.03730769230765
Maharashtra,2014,685.43,25.6921095890411,170,17,-133.1626923076924
Maharashtra,2015,801.95,26.05153424657534,202,13,-16.6426923076923
Maharashtra,2016,805.2,25.722896174863386,218,20,-13.3926923076923
Maharashtra,2017,851.43,25.714931506849318,218,20,32.837307692307604
Maharashtra,2018,557.02,26.27821917808219,227,8,-261.57269230769236
Maharashtra,2019,850.85,25.631342465753427,201,21,32.25730769230768
Maharashtra,2020,1204.29,25.10412568306011,179,36,385.6973076923076
Maharashtra,2021,967.6,25.39090410958904,172,24,149.00730769230768
Maharashtra,2022,941.37,25.244684931506846,206,26,122.77730769230766
Maharashtra,2023,781.59,25.402986301369864,188,20,-37.002692307692314
Maharashtra,2024,951.9,25.836666666666666,163,20,133.30730769230763
Maharashtra,2025,873.31,25.181753424657536,187,19,54.7173076923076
Manipur,2000,761.01,21.342185792349728,112,6,-507.8734615384617
Manipur,2001,640.24,21.923013698630136,120,4,-628.6434615384617
Manipur,2002,996.37,21.554301369863012,122,12,-272.5134615384617
Manipur,2003,948.85,21.478657534246576,100,7,-320.03346153846167
Manipur,2004,998.07,21.08153005464481,127,12,-270.81346153846164
Manipur,2005,998.95,21.693917808219176,100,14,-269.93346153846164
Manipur,2006,791.66,21.94221917808219,123,11,-477.2234615384617
Manipur,2007,1204.03,20.894931506849314,148,19,-64.85346153846172
Manipur,2008,1144.61,21.007486338797815,125,17,-124.27346153846179
Manipur,2009,1127.48,21.55832876712329,142,15,-141.40346153846167
Manipur,2010,1723.24,20.91695890410959,120,31,454.3565384615383
Manipur,2011,1467.61,20.701698630136985,122,27,198.7265384615382
Manipur,2012,1304.3,21.0181693989071,128,20,35.416538461538266
Manipur,2013,1621.02,21.185178082191783,138,27,352.1365384615383
Manipur,2014,1206.52,21.610767123287673,151,21,-62.363461538461706
Manipur,2015,1543.23,21.08695890410959,114,25,274.34653846153833
Manipur,2016,1598.62,21.369480874316938,110,24,329.7365384615382
Manipur,2017,2076.36,20.90964383561644,115,39,807.4765384615384
Manipur,2018,1401.3,20.684986301369864,114,18,132.41653846153827
Manipur,2019,1219.03,21.29487671232877,116,9,-49.853461538461715
Manipur,2020,1304.55,20.975573770491803,120,14,35.666538461538266
Manipur,2021,1031.2,21.601232876712327,128,11,-237.68346153846164
Manipur,2022,1465.6299999999999,20.980712328767122,112,28,196.7465384615382
Manipur,2023,1047.32,21.91158904109589,136,14,-221.56346153846175
Manipur,2024,1769.55,20.974262295081967,113,23,500.66653846153827
Manipur,2025,1600.22,21.22805479452055,116,27,331.33653846153834
Meghalaya,2000,2646.18,18.7153825136612,110,15,-542.7211538461543
Meghalaya,2001,2464.65,19.11964383561644,120,13,-724.251153846154
Meghalaya,2002,2583.38,18.987753424657534,117,9,-605.521153846154
Meghalaya,2003,2666.68,18.866164383561642,98,13,-522.2211538461543
Meghalaya,2004,2928.88,18.736311475409835,129,18,-260.021153846154
